Datetime,Load
09/13/2021 07:00:00,8333.565421283245
09/13/2021 08:00:00,8332.408254086971
09/13/2021 09:00:00,8306.195107638836
09/13/2021 10:00:00,8257.740157783031
09/13/2021 11:00:00,8271.15428185463
09/13/2021 12:00:00,8247.080011755228
09/13/2021 13:00:00,8271.117193162441
09/13/2021 14:00:00,8286.607713401318
09/13/2021 15:00:00,8230.261145740747
09/13/2021 16:00:00,8260.282730281353
09/13/2021 17:00:00,8270.969979584217
09/13/2021 18:00:00,8264.15764272213
09/13/2021 19:00:00,8200.557382762432
09/13/2021 20:00:00,8200.636695504189
09/13/2021 21:00:00,8201.906555265188
09/13/2021 22:00:00,8403.248226761818
09/13/2021 23:00:00,8577.308882772923
09/14/2021 00:00:00,8240.047425121069
09/14/2021 01:00:00,8228.331677854061
09/14/2021 02:00:00,8123.4277384877205
09/14/2021 03:00:00,8240.387785196304
09/14/2021 04:00:00,8587.564476758242
09/14/2021 05:00:00,8569.256642401218
09/14/2021 06:00:00,8573.600013554096
09/14/2021 07:00:00,8569.978445410728
09/14/2021 08:00:00,8575.512648880482
09/14/2021 09:00:00,8509.387219578028
09/14/2021 10:00:00,8488.673755586147
09/14/2021 11:00:00,8494.23620352149
09/14/2021 12:00:00,8503.891816586256
09/14/2021 13:00:00,8480.481719374657
09/14/2021 14:00:00,8470.939084172249
09/14/2021 15:00:00,8405.930024504662
09/14/2021 16:00:00,8416.639527022839
09/14/2021 17:00:00,8377.519515693188
09/14/2021 18:00:00,8384.119591116905
09/14/2021 19:00:00,8379.61188852787
09/14/2021 20:00:00,8433.480646252632
09/14/2021 21:00:00,8439.857618927956
09/14/2021 22:00:00,8443.043252289295
09/14/2021 23:00:00,8452.39131450653
09/15/2021 00:00:00,8450.513485491276
09/15/2021 01:00:00,8508.875110328197
09/15/2021 02:00:00,8514.133145689964
09/15/2021 03:00:00,8512.562296926975
09/15/2021 04:00:00,8501.976042985916
09/15/2021 05:00:00,8503.712649673223
09/15/2021 06:00:00,8477.15229600668
09/15/2021 07:00:00,8407.10202717781
09/15/2021 08:00:00,8372.602981597185
09/15/2021 09:00:00,8464.888491988182
09/15/2021 10:00:00,8405.217921614647
09/15/2021 11:00:00,8470.955631434917
09/15/2021 12:00:00,8485.023087084293
09/15/2021 13:00:00,8495.025622069836
09/15/2021 14:00:00,8495.972524911165
09/15/2021 15:00:00,8531.076972067356
09/15/2021 16:00:00,8531.189094036818
09/15/2021 17:00:00,8495.577102392912
09/15/2021 18:00:00,8507.305973351002
09/15/2021 19:00:00,8470.351371049881
09/15/2021 20:00:00,8496.596185535192
09/15/2021 21:00:00,8491.041725933552
09/15/2021 22:00:00,8428.608047991991
09/15/2021 23:00:00,8615.699102759361
09/16/2021 00:00:00,8634.844570964575
09/16/2021 01:00:00,8614.350786149502
09/16/2021 02:00:00,8580.612344056368
09/16/2021 03:00:00,8586.867779940367
09/16/2021 04:00:00,8562.578110128641
09/16/2021 05:00:00,8558.04901021719
09/16/2021 06:00:00,8561.70053461194
09/16/2021 07:00:00,8563.91615602374
09/16/2021 08:00:00,8477.342589527369
09/16/2021 09:00:00,8524.184751868248
09/16/2021 10:00:00,8524.414701759815
09/16/2021 11:00:00,8548.01851606369
09/16/2021 12:00:00,8491.527302503586
09/16/2021 13:00:00,8515.231541574001
09/16/2021 14:00:00,8544.796935200691
09/16/2021 15:00:00,8560.173051089048
09/16/2021 16:00:00,8400.367005974054
09/16/2021 17:00:00,8406.890336334705
09/16/2021 18:00:00,8391.413510382175
09/16/2021 19:00:00,8372.984995126724
09/16/2021 20:00:00,8372.920803159475
09/16/2021 21:00:00,8360.053594648838
09/16/2021 22:00:00,8347.121623575687
09/16/2021 23:00:00,8351.769122004509
09/17/2021 00:00:00,8368.231365978718
09/17/2021 01:00:00,8327.171045452356
09/17/2021 02:00:00,8334.473523646593
09/17/2021 03:00:00,8334.60961061716
09/17/2021 04:00:00,8329.602351874113
09/17/2021 05:00:00,8304.347520172596
09/17/2021 06:00:00,8316.874083310366
09/17/2021 07:00:00,8298.841846466064
09/17/2021 08:00:00,8280.454699367285
09/17/2021 09:00:00,8298.841846466064
09/17/2021 10:00:00,8296.343780398369
09/17/2021 11:00:00,8324.351448953152
09/17/2021 12:00:00,8346.619785040617
09/17/2021 13:00:00,8372.856325894594
09/17/2021 14:00:00,8379.82414996624
09/17/2021 15:00:00,8372.984995126724
09/17/2021 16:00:00,8406.73912858963
09/17/2021 17:00:00,8400.152747452259
09/17/2021 18:00:00,8402.407739937305
09/17/2021 19:00:00,8397.918866991997
09/17/2021 20:00:00,8391.196113586426
09/17/2021 21:00:00,8385.584879755974
09/17/2021 22:00:00,8383.167267620564
09/17/2021 23:00:00,8375.12415677309
09/18/2021 00:00:00,8380.835244774818
09/18/2021 01:00:00,8356.054292440414
09/18/2021 02:00:00,8340.35436373949
09/18/2021 03:00:00,8257.817758738995
09/18/2021 04:00:00,8260.397419929504
09/18/2021 05:00:00,8316.524879008532
09/18/2021 06:00:00,7824.97902661562
09/18/2021 07:00:00,7738.486199349165
09/18/2021 08:00:00,8266.01692739129
09/18/2021 09:00:00,7908.311041414738
09/18/2021 10:00:00,7894.13659915328
09/18/2021 11:00:00,8372.613537609577
09/18/2021 12:00:00,8063.015679568052
09/18/2021 13:00:00,8169.158095955849
09/18/2021 14:00:00,8194.30793812871
09/18/2021 15:00:00,8235.60733807087
09/18/2021 16:00:00,8263.152539163828
09/18/2021 17:00:00,8214.518707692623
09/18/2021 18:00:00,8113.550163865089
09/18/2021 19:00:00,8157.266320049763
09/18/2021 20:00:00,8050.220080763102
09/18/2021 21:00:00,8069.552133619785
09/18/2021 22:00:00,7985.133420139551
09/18/2021 23:00:00,7941.711120516062
09/19/2021 00:00:00,7953.053413182497
09/19/2021 01:00:00,7792.579486310482
09/19/2021 02:00:00,7731.135220557451
09/19/2021 03:00:00,7687.183693826199
09/19/2021 04:00:00,7630.29819893837
09/19/2021 05:00:00,7610.28856420517
09/19/2021 06:00:00,7517.490088671446
09/19/2021 07:00:00,7520.109406232834
09/19/2021 08:00:00,7510.939940333366
09/19/2021 09:00:00,8125.502137571573
09/19/2021 10:00:00,8242.258767068386
09/19/2021 11:00:00,8257.855418026447
09/19/2021 12:00:00,8270.871837198734
09/19/2021 13:00:00,8306.27670276165
09/19/2021 14:00:00,8325.403911918402
09/19/2021 15:00:00,8368.729210346937
09/19/2021 16:00:00,7852.339354842901
09/19/2021 17:00:00,7840.265844345093
09/19/2021 18:00:00,8326.297749400139
09/19/2021 19:00:00,8248.457714021206
09/19/2021 20:00:00,8240.13501149416
09/19/2021 21:00:00,8150.422029852867
09/19/2021 22:00:00,8106.304745197296
09/19/2021 23:00:00,8121.403551787138
09/20/2021 00:00:00,8104.29425278306
09/20/2021 01:00:00,8069.422608494759
09/20/2021 02:00:00,8059.693388640881
09/20/2021 03:00:00,8062.5475061535835
09/20/2021 04:00:00,8011.216756165028
09/20/2021 05:00:00,7971.79090577364
09/20/2021 06:00:00,7933.366450071335
09/20/2021 07:00:00,7977.94620218873
09/20/2021 08:00:00,8001.619343817234
09/20/2021 09:00:00,8066.667203962803
09/20/2021 10:00:00,8277.914979845285
09/20/2021 11:00:00,8260.95774447918
09/20/2021 12:00:00,8203.176985621452
09/20/2021 13:00:00,8199.09038233757
09/20/2021 14:00:00,8280.727158606052
09/20/2021 15:00:00,8179.479308396578
09/20/2021 16:00:00,8201.036682784557
09/20/2021 17:00:00,8114.476810574532
09/20/2021 18:00:00,8085.940770804882
09/20/2021 19:00:00,8063.147772371769
09/20/2021 20:00:00,8072.7714321017265
09/20/2021 21:00:00,8034.112461745739
09/20/2021 22:00:00,7963.747224330902
09/20/2021 23:00:00,7923.569329380989
09/21/2021 00:00:00,8001.243892133236
09/21/2021 01:00:00,7896.383603304625
09/21/2021 02:00:00,7994.28120341897
09/21/2021 03:00:00,7967.7134320139885
09/21/2021 04:00:00,7964.009698152542
09/21/2021 05:00:00,7972.14353364706
09/21/2021 06:00:00,7956.864704251289
09/21/2021 07:00:00,8103.620665073395
09/21/2021 08:00:00,8161.525528401136
09/21/2021 09:00:00,8109.279828906059
09/21/2021 10:00:00,8134.32154327631
09/21/2021 11:00:00,8229.299407422543
09/21/2021 12:00:00,8289.284661084414
09/21/2021 13:00:00,8259.016579389572
09/21/2021 14:00:00,8323.849325120449
09/21/2021 15:00:00,8320.39494138956
09/21/2021 16:00:00,8300.033534675837
09/21/2021 17:00:00,8323.183440446854
09/21/2021 18:00:00,8206.61710447073
09/21/2021 19:00:00,8200.480922996998
09/21/2021 20:00:00,8284.387527227402
09/21/2021 21:00:00,8276.180370241404
09/21/2021 22:00:00,8418.095686137676
09/21/2021 23:00:00,8405.120064526796
09/22/2021 00:00:00,8267.855100035667
09/22/2021 01:00:00,8243.920055180788
09/22/2021 02:00:00,8230.13418829441
09/22/2021 03:00:00,8213.40918520093
09/22/2021 04:00:00,8204.824294149876
09/22/2021 05:00:00,8210.502858221531
09/22/2021 06:00:00,8227.314306497574
09/22/2021 07:00:00,8181.727168440819
09/22/2021 08:00:00,8241.522413879633
09/22/2021 09:00:00,8399.443497538567
09/22/2021 10:00:00,8287.72094476223
09/22/2021 11:00:00,8235.533445984125
09/22/2021 12:00:00,8232.652510493994
09/22/2021 13:00:00,8249.35497507453
09/22/2021 14:00:00,8254.668643474579
09/22/2021 15:00:00,8286.972323775291
09/22/2021 16:00:00,8305.281014025211
09/22/2021 17:00:00,8307.75112092495
09/22/2021 18:00:00,8326.248107612133
09/22/2021 19:00:00,8257.406930148602
09/22/2021 20:00:00,8295.597441792488
09/22/2021 21:00:00,8243.70665255189
09/22/2021 22:00:00,8207.051327466965
09/22/2021 23:00:00,8305.623371183872
09/23/2021 00:00:00,8203.968971848488
09/23/2021 01:00:00,8198.255030870438
09/23/2021 02:00:00,8206.735788285732
09/23/2021 03:00:00,8295.382327377796
09/23/2021 04:00:00,8300.519967138767
09/23/2021 05:00:00,8305.694124996662
09/23/2021 06:00:00,8305.694124996662
09/23/2021 07:00:00,8318.303139150143
09/23/2021 08:00:00,8335.935674011707
09/23/2021 09:00:00,8328.648031294346
09/23/2021 10:00:00,8369.651577591896
09/23/2021 11:00:00,8381.56503611803
09/23/2021 12:00:00,8392.872522473335
09/23/2021 13:00:00,8397.370524942875
09/23/2021 14:00:00,8410.651129722595
09/23/2021 15:00:00,8386.152622044086
09/23/2021 16:00:00,8379.25811946392
09/23/2021 17:00:00,8360.383969306946
09/23/2021 18:00:00,8459.528320074081
09/23/2021 19:00:00,8422.22622525692
09/23/2021 20:00:00,8256.080010861158
09/23/2021 21:00:00,8193.65945661068
09/23/2021 22:00:00,8167.643736124039
09/23/2021 23:00:00,8070.563513725996
09/24/2021 00:00:00,8044.8830179572105
09/24/2021 01:00:00,7975.021330863237
09/24/2021 02:00:00,7912.144585698843
09/24/2021 03:00:00,7837.089340507984
09/24/2021 04:00:00,7778.764233767986
09/24/2021 05:00:00,7716.1074530780315
09/24/2021 06:00:00,7720.938397884369
09/24/2021 07:00:00,7486.154993832111
09/24/2021 08:00:00,7732.764555335045
09/24/2021 09:00:00,7465.230694890022
09/24/2021 10:00:00,7549.018044710159
09/24/2021 11:00:00,7633.701514393091
09/24/2021 12:00:00,7699.336231768131
09/24/2021 13:00:00,7865.566608965397
09/24/2021 14:00:00,7783.213165044785
09/24/2021 15:00:00,7907.813767641783
09/24/2021 16:00:00,7961.26114076376
09/24/2021 17:00:00,7889.355866730213
09/24/2021 18:00:00,7824.622975170612
09/24/2021 19:00:00,7756.553242504597
09/24/2021 20:00:00,7675.52700316906
09/24/2021 21:00:00,7682.2494712769985
09/24/2021 22:00:00,7615.783967196941
09/24/2021 23:00:00,7505.99202349782
09/25/2021 00:00:00,7476.767275243998
09/25/2021 01:00:00,7442.5615156292915
09/25/2021 02:00:00,7427.6895206570625
09/25/2021 03:00:00,7390.091001600027
09/25/2021 04:00:00,7371.857915222645
09/25/2021 05:00:00,7344.395165145397
09/25/2021 06:00:00,7386.9144977629185
09/25/2021 07:00:00,7343.247412770987
09/25/2021 08:00:00,7910.646202534437
09/25/2021 09:00:00,8025.69675219059
09/25/2021 10:00:00,8128.789336889982
09/25/2021 11:00:00,8217.466688126326
09/25/2021 12:00:00,8296.86758685112
09/25/2021 13:00:00,8284.045740664005
09/25/2021 14:00:00,8294.970928192139
09/25/2021 15:00:00,8409.096828222275
09/25/2021 16:00:00,8393.58976072073
09/25/2021 17:00:00,8256.582419991493
09/25/2021 18:00:00,7944.550687849522
09/25/2021 19:00:00,8171.64532071352
09/25/2021 20:00:00,8152.312982559204
09/25/2021 21:00:00,8107.914394438267
09/25/2021 22:00:00,7757.433956295252
09/25/2021 23:00:00,7853.730180799961
09/26/2021 00:00:00,7835.057736068964
09/26/2021 01:00:00,7675.157257437706
09/26/2021 02:00:00,7735.041801035404
09/26/2021 03:00:00,7659.23707896471
09/26/2021 04:00:00,7586.030277132988
09/26/2021 05:00:00,7525.6205005943775
09/26/2021 06:00:00,7491.623864144087
09/26/2021 07:00:00,7539.526192486286
09/26/2021 08:00:00,7617.820136398077
09/26/2021 09:00:00,7553.9183168411255
09/26/2021 10:00:00,7573.601571083069
09/26/2021 11:00:00,7629.255721390247
09/26/2021 12:00:00,7711.1969102323055
09/26/2021 13:00:00,7763.703086465597
09/26/2021 14:00:00,7836.36696690321
09/26/2021 15:00:00,7941.281747579575
09/26/2021 16:00:00,7825.091433882713
09/26/2021 17:00:00,7832.117173373699
09/26/2021 18:00:00,7797.8711867928505
09/26/2021 19:00:00,7772.027215480804
09/26/2021 20:00:00,7755.9926326572895
09/26/2021 21:00:00,7755.852551519871
09/26/2021 22:00:00,7738.262240707874
09/26/2021 23:00:00,7711.197195529938
09/27/2021 00:00:00,7694.573187798262
09/27/2021 01:00:00,7651.096681624651
09/27/2021 02:00:00,7705.587102890015
09/27/2021 03:00:00,7715.743983894587
09/27/2021 04:00:00,7586.7894541323185
09/27/2021 05:00:00,7582.029263138771
09/27/2021 06:00:00,7668.546340703964
09/27/2021 07:00:00,7642.254166811705
09/27/2021 08:00:00,7690.461763620377
09/27/2021 09:00:00,7744.8317892849445
09/27/2021 10:00:00,7755.71218508482
09/27/2021 11:00:00,7944.228586822748
09/27/2021 12:00:00,7969.507668823004
09/27/2021 13:00:00,8038.616740763187
09/27/2021 14:00:00,8089.845068901777
09/27/2021 15:00:00,8157.400980532169
09/27/2021 16:00:00,8216.868418991566
09/27/2021 17:00:00,8188.063343554735
09/27/2021 18:00:00,8199.40820389986
09/27/2021 19:00:00,8163.965108454227
09/27/2021 20:00:00,8105.906469702721
09/27/2021 21:00:00,8064.682103037834
09/27/2021 22:00:00,8026.1292634010315
09/27/2021 23:00:00,7986.753910690546
09/28/2021 00:00:00,7864.678762733936
09/28/2021 01:00:00,7847.284736692905
09/28/2021 02:00:00,7857.715218126774
09/28/2021 03:00:00,7806.678895294666
09/28/2021 04:00:00,7882.588606894016
09/28/2021 05:00:00,7851.905987739563
09/28/2021 06:00:00,7845.075391829014
09/28/2021 07:00:00,7844.935595989227
09/28/2021 08:00:00,7845.262547075748
09/28/2021 09:00:00,7940.08463871479
09/28/2021 10:00:00,7924.110824286938
09/28/2021 11:00:00,7995.172473222017
09/28/2021 12:00:00,8098.6730335354805
09/28/2021 13:00:00,7983.812777400017
09/28/2021 14:00:00,7871.578685969114
09/28/2021 15:00:00,7965.368285477161
09/28/2021 16:00:00,7937.6875680089
09/28/2021 17:00:00,7947.54060703516
09/28/2021 18:00:00,7972.403154492378
09/28/2021 19:00:00,7952.857984304428
09/28/2021 20:00:00,7792.802018463612
09/28/2021 21:00:00,7820.9055470228195
09/28/2021 22:00:00,7670.5137531757355
09/28/2021 23:00:00,7529.201841771603
09/29/2021 00:00:00,7488.799988180399
09/29/2021 01:00:00,7456.810420572758
09/29/2021 02:00:00,7403.826941400766
09/29/2021 03:00:00,7359.086566716433
09/29/2021 04:00:00,7364.443600356579
09/29/2021 05:00:00,7334.597759157419
09/29/2021 06:00:00,7851.824392616749
09/29/2021 07:00:00,7300.457047402859
09/29/2021 08:00:00,7259.645221114159
09/29/2021 09:00:00,7278.3658811450005
09/29/2021 10:00:00,7399.879278063774
09/29/2021 11:00:00,7470.644788056612
09/29/2021 12:00:00,7540.341858416796
09/29/2021 13:00:00,7624.364578783512
09/29/2021 14:00:00,7725.869767457247
09/29/2021 15:00:00,7700.811220526695
09/29/2021 16:00:00,7744.409263491631
09/29/2021 17:00:00,7710.866250276566
09/29/2021 18:00:00,7756.170943677425
09/29/2021 19:00:00,7599.74082544446
09/29/2021 20:00:00,8214.73439270258
09/29/2021 21:00:00,7591.040388852358
09/29/2021 22:00:00,8165.008727192879
09/29/2021 23:00:00,8143.909255504608
09/30/2021 00:00:00,7670.802759677172
09/30/2021 01:00:00,7621.1749512553215
09/30/2021 02:00:00,7614.319249153137
09/30/2021 03:00:00,7556.317669928074
09/30/2021 04:00:00,7556.317669928074
09/30/2021 05:00:00,7540.293072521687
09/30/2021 06:00:00,7456.035266906023
09/30/2021 07:00:00,7484.269176483154
09/30/2021 08:00:00,7506.036529928446
09/30/2021 09:00:00,7344.174344778061
09/30/2021 10:00:00,7444.4550360143185
09/30/2021 11:00:00,7950.910542666912
09/30/2021 12:00:00,7535.270122408867
09/30/2021 13:00:00,7543.395113676786
09/30/2021 14:00:00,7574.818650782108
09/30/2021 15:00:00,7617.318868458271
09/30/2021 16:00:00,7604.627688586712
09/30/2021 17:00:00,7623.835066378117
09/30/2021 18:00:00,7518.2718041837215
09/30/2021 19:00:00,7530.593523621559
09/30/2021 20:00:00,7500.860089689493
09/30/2021 21:00:00,7461.3007200062275
09/30/2021 22:00:00,7443.474468052387
09/30/2021 23:00:00,7302.529164105654
